fecha,apertura,maximo,minimo,cierre,origen
2021-09-13,4.046,4.166,4.004,4.091,reconstruido
2021-09-20,4.091,4.220,3.821,3.930,reconstruido
2021-09-27,3.930,4.061,3.476,3.698,reconstruido
2021-10-04,3.698,3.956,3.587,3.626,reconstruido
2021-10-11,3.626,3.680,3.466,3.634,reconstruido
2021-10-18,3.634,3.648,3.286,3.508,reconstruido
2021-10-25,3.508,3.670,3.192,3.402,reconstruido
2021-11-01,3.402,3.440,3.262,3.313,reconstruido
2021-11-08,3.313,3.364,3.124,3.219,reconstruido
2021-11-15,3.219,3.474,3.146,3.388,reconstruido
2021-11-22,3.388,3.734,3.208,3.607,reconstruido
2021-11-29,3.607,4.058,3.606,3.892,reconstruido
2021-12-06,3.892,4.058,3.703,4.007,reconstruido
2021-12-13,4.007,4.078,4.003,4.007,reconstruido
2021-12-20,4.007,4.306,3.937,4.153,reconstruido
2021-12-27,4.153,4.312,3.940,4.160,reconstruido
2022-01-03,4.160,4.446,3.803,4.204,reconstruido
2022-01-10,4.204,4.688,4.075,4.363,reconstruido
2022-01-17,4.363,4.469,4.001,4.404,reconstruido
2022-01-24,4.686,5.249,4.420,4.610,exacto
2022-01-31,4.610,4.693,4.511,4.546,reconstruido
2022-02-07,4.546,4.583,4.356,4.376,reconstruido
2022-02-14,4.376,4.544,4.282,4.322,reconstruido
2022-02-21,4.322,4.467,4.175,4.293,reconstruido
2022-02-28,4.293,4.370,4.179,4.293,reconstruido
2022-03-07,4.293,4.543,3.780,4.027,reconstruido
2022-03-14,4.027,4.207,3.596,3.913,reconstruido
2022-03-21,3.913,4.046,3.741,3.832,reconstruido
2022-03-28,3.906,4.046,3.730,3.802,exacto
2022-04-04,3.802,4.214,3.494,3.971,reconstruido
2022-04-11,3.971,4.196,3.746,4.136,reconstruido
2022-04-18,4.136,4.233,4.064,4.228,reconstruido
2022-04-25,4.228,4.765,3.996,4.646,reconstruido
2022-05-02,4.646,5.426,4.599,5.382,reconstruido
2022-05-09,5.382,5.976,5.222,5.709,reconstruido
2022-05-16,5.709,5.881,5.479,5.849,reconstruido
2022-05-23,5.849,6.516,5.614,6.403,reconstruido
2022-05-30,6.403,7.588,6.341,7.337,reconstruido
2022-06-06,7.337,8.204,7.258,8.060,reconstruido
2022-06-13,6.879,9.488,6.800,8.216,exacto
2022-06-20,8.216,8.438,7.773,8.034,reconstruido
2022-06-27,8.034,8.202,7.729,7.731,reconstruido
2022-07-04,7.731,7.848,7.357,7.525,reconstruido
2022-07-11,7.525,7.634,7.427,7.517,reconstruido
2022-07-18,7.517,7.651,7.227,7.522,reconstruido
2022-07-25,7.522,7.589,7.252,7.445,reconstruido
2022-08-01,7.445,7.529,6.962,7.206,reconstruido
2022-08-08,7.206,7.263,7.011,7.098,reconstruido
2022-08-15,7.098,7.132,6.993,7.080,reconstruido
2022-08-22,7.080,7.401,6.830,7.323,reconstruido
2022-08-29,7.323,7.660,7.008,7.591,reconstruido
2022-09-05,7.591,7.959,7.357,7.714,reconstruido
2022-09-12,7.714,7.829,7.513,7.739,reconstruido
2022-09-19,7.739,7.845,7.582,7.698,reconstruido
2022-09-26,7.698,7.829,7.668,7.707,reconstruido
2022-10-03,7.707,8.002,7.698,7.781,reconstruido
2022-10-10,7.781,7.819,7.384,7.704,reconstruido
2022-10-17,7.704,7.926,7.666,7.869,reconstruido
2022-10-24,7.869,7.980,7.628,7.865,reconstruido
2022-10-31,7.865,8.403,7.769,8.236,reconstruido
2022-11-07,8.236,8.532,8.106,8.404,reconstruido
2022-11-14,8.404,8.466,8.334,8.370,reconstruido
2022-11-21,8.370,8.471,8.134,8.249,reconstruido
2022-11-28,8.249,8.393,8.146,8.273,reconstruido
2022-12-05,8.273,8.391,8.052,8.148,reconstruido
2022-12-12,8.148,8.574,7.906,8.282,reconstruido
2022-12-19,8.282,8.389,8.124,8.135,reconstruido
2022-12-26,8.135,8.174,7.902,8.052,reconstruido
2023-01-02,8.052,8.067,7.700,7.810,reconstruido
2023-01-09,7.810,7.840,7.506,7.570,reconstruido
2023-01-16,7.570,7.588,7.327,7.487,reconstruido
2023-01-23,7.487,7.770,7.447,7.607,reconstruido
2023-01-30,7.607,7.657,7.577,7.602,reconstruido
2023-02-06,7.602,7.897,7.506,7.764,reconstruido
2023-02-13,7.764,7.833,7.564,7.795,reconstruido
2023-02-20,7.795,7.949,7.597,7.897,reconstruido
2023-02-27,7.897,8.029,7.867,7.973,reconstruido
2023-03-06,7.973,8.040,7.851,7.947,reconstruido
2023-03-13,7.947,8.055,7.886,7.975,reconstruido
2023-03-20,7.975,8.148,7.944,8.003,reconstruido
2023-03-27,8.003,8.004,7.865,7.919,reconstruido
2023-04-03,7.919,7.926,7.667,7.840,reconstruido
2023-04-10,7.840,7.975,7.671,7.705,reconstruido
2023-04-17,7.705,7.715,7.618,7.692,reconstruido
2023-04-24,7.692,7.985,7.538,7.749,reconstruido
2023-05-01,7.749,7.996,7.720,7.828,reconstruido
2023-05-08,7.828,7.916,7.775,7.889,reconstruido
2023-05-15,7.889,7.947,7.720,7.846,reconstruido
2023-05-22,7.846,7.855,7.763,7.833,reconstruido
2023-05-29,7.833,7.981,7.738,7.949,reconstruido
2023-06-05,7.949,8.091,7.862,7.977,reconstruido
2023-06-12,7.977,8.048,7.816,8.040,reconstruido
2023-06-19,8.040,8.211,8.012,8.140,reconstruido
2023-06-26,8.140,8.252,8.085,8.110,reconstruido
2023-07-03,8.110,8.197,8.020,8.057,reconstruido
2023-07-10,8.057,8.160,7.855,8.030,reconstruido
2023-07-17,8.030,8.198,7.933,7.935,reconstruido
2023-07-24,7.935,8.016,7.889,7.964,reconstruido
2023-07-31,7.964,8.201,7.813,8.055,reconstruido
2023-08-07,8.055,8.303,8.044,8.261,reconstruido
2023-08-14,8.261,8.461,8.224,8.349,reconstruido
2023-08-21,8.349,8.439,8.330,8.346,reconstruido
2023-08-28,8.346,8.503,8.164,8.455,reconstruido
2023-09-04,8.455,8.497,8.405,8.431,reconstruido
2023-09-11,8.431,8.557,8.360,8.487,reconstruido
2023-09-18,8.487,8.638,8.314,8.398,reconstruido
2023-09-25,8.398,8.467,8.371,8.386,reconstruido
2023-10-02,8.386,8.440,8.258,8.336,reconstruido
2023-10-09,8.336,8.519,7.924,8.109,reconstruido
2023-10-16,8.109,8.156,7.902,8.009,reconstruido
2023-10-23,8.009,8.107,7.805,7.884,reconstruido
2023-10-30,7.884,7.895,7.673,7.705,reconstruido
2023-11-06,7.705,7.831,7.299,7.396,reconstruido
2023-11-13,7.396,7.407,7.156,7.312,reconstruido
2023-11-20,7.312,7.425,7.124,7.187,reconstruido
2023-11-27,7.187,7.309,6.831,6.891,reconstruido
2023-12-04,6.891,6.911,6.457,6.572,reconstruido
2023-12-11,6.572,6.634,6.262,6.340,reconstruido
2023-12-18,6.340,6.482,6.134,6.256,reconstruido
2023-12-25,6.256,6.258,6.130,6.152,reconstruido
2024-01-01,6.152,6.159,5.828,5.894,reconstruido
2024-01-08,5.894,5.978,5.639,5.726,reconstruido
2024-01-15,5.726,5.818,5.514,5.576,reconstruido
2024-01-22,5.576,5.580,5.400,5.500,reconstruido
2024-01-29,5.500,5.603,5.264,5.267,reconstruido
2024-02-05,5.267,5.389,5.001,5.044,reconstruido
2024-02-12,5.044,5.150,4.841,4.978,reconstruido
2024-02-19,4.978,5.092,4.739,4.806,reconstruido
2024-02-26,4.806,4.825,4.462,4.525,reconstruido
2024-03-04,4.525,4.546,4.096,4.204,reconstruido
2024-03-11,4.032,4.383,3.789,4.113,exacto
2024-03-18,4.113,4.365,3.978,4.214,reconstruido
2024-03-25,4.214,4.300,4.109,4.297,reconstruido
2024-04-01,4.297,4.347,4.205,4.333,reconstruido
2024-04-08,4.333,4.470,4.269,4.413,reconstruido
2024-04-15,4.413,4.496,4.410,4.427,reconstruido
2024-04-22,4.427,4.571,4.347,4.530,reconstruido
2024-04-29,4.530,4.764,4.523,4.712,reconstruido
2024-05-06,4.712,4.914,4.668,4.823,reconstruido
2024-05-13,4.823,4.915,4.811,4.891,reconstruido
2024-05-20,4.891,4.942,4.862,4.905,reconstruido
2024-05-27,4.905,5.030,4.864,4.967,reconstruido
2024-06-03,4.967,5.049,4.909,4.986,reconstruido
2024-06-10,4.986,5.076,4.868,5.014,reconstruido
2024-06-17,5.014,5.070,4.912,5.014,reconstruido
2024-06-24,5.014,5.032,4.820,4.954,reconstruido
2024-07-01,4.954,5.066,4.916,5.049,reconstruido
2024-07-08,5.049,5.071,5.004,5.035,reconstruido
2024-07-15,5.035,5.189,4.925,5.108,reconstruido
2024-07-22,5.108,5.163,4.961,5.144,reconstruido
2024-07-29,5.144,5.169,5.025,5.168,reconstruido
2024-08-05,5.168,5.404,5.000,5.300,reconstruido
2024-08-12,5.300,5.348,5.208,5.287,reconstruido
2024-08-19,5.287,5.366,5.176,5.328,reconstruido
2024-08-26,5.328,5.363,5.039,5.200,reconstruido
2024-09-02,5.200,5.211,5.056,5.131,reconstruido
2024-09-09,5.131,5.237,5.088,5.114,reconstruido
2024-09-16,5.114,5.191,5.047,5.100,reconstruido
2024-09-23,5.100,5.215,5.031,5.079,reconstruido
2024-09-30,5.079,5.125,4.854,4.899,reconstruido
2024-10-07,4.899,5.056,4.676,4.789,reconstruido
2024-10-14,4.789,4.795,4.738,4.762,reconstruido
2024-10-21,4.762,4.772,4.675,4.697,reconstruido
2024-10-28,4.697,4.818,4.434,4.455,reconstruido
2024-11-04,4.455,4.461,4.052,4.179,reconstruido
2024-11-11,4.179,4.211,4.078,4.110,reconstruido
2024-11-18,4.110,4.174,4.028,4.090,reconstruido
2024-11-25,4.090,4.138,3.898,3.909,reconstruido
2024-12-02,3.961,4.126,3.705,3.816,exacto
2024-12-09,3.816,3.964,3.702,3.875,reconstruido
2024-12-16,3.875,4.026,3.804,3.956,reconstruido
2024-12-23,3.956,4.049,3.922,3.998,reconstruido
2024-12-30,3.998,4.069,3.880,4.016,reconstruido
2025-01-06,4.018,4.423,3.879,4.255,exacto
2025-01-13,4.255,4.414,4.192,4.283,reconstruido
2025-01-20,4.283,4.582,4.071,4.441,reconstruido
2025-01-27,4.441,4.599,4.405,4.524,reconstruido
2025-02-03,4.524,4.761,4.382,4.626,reconstruido
2025-02-10,4.626,4.706,4.539,4.634,reconstruido
2025-02-17,4.634,4.694,4.389,4.578,reconstruido
2025-02-24,4.578,4.876,4.568,4.723,reconstruido
2025-03-03,4.723,4.928,4.716,4.809,reconstruido
2025-03-10,4.809,4.841,4.801,4.816,reconstruido
2025-03-17,4.816,4.990,4.762,4.879,reconstruido
2025-03-24,4.879,5.013,4.584,4.823,reconstruido
2025-03-31,4.823,5.003,4.735,4.989,reconstruido
2025-04-07,4.989,5.221,4.902,5.068,reconstruido
2025-04-14,5.068,5.122,4.966,4.990,reconstruido
2025-04-21,4.990,5.277,4.982,5.047,reconstruido
2025-04-28,5.047,5.091,4.894,5.002,reconstruido
2025-05-05,5.002,5.013,4.724,4.820,reconstruido
2025-05-12,4.820,4.924,4.540,4.754,reconstruido
2025-05-19,4.754,4.900,4.728,4.863,reconstruido
2025-05-26,4.863,5.113,4.626,4.941,reconstruido
2025-06-02,4.941,5.165,4.891,5.090,reconstruido
2025-06-09,5.090,5.319,4.867,5.191,reconstruido
2025-06-16,4.791,5.260,4.633,5.100,exacto
2025-06-23,5.100,5.226,4.984,5.043,reconstruido
2025-06-30,5.043,5.159,4.942,5.158,reconstruido
2025-07-07,5.158,5.349,5.150,5.228,reconstruido
2025-07-14,5.228,5.334,5.050,5.243,reconstruido
2025-07-21,5.243,5.496,5.236,5.392,reconstruido
2025-07-28,5.392,5.555,5.258,5.461,reconstruido
2025-08-04,5.461,5.751,5.372,5.586,reconstruido
2025-08-11,5.586,5.695,5.573,5.577,reconstruido
2025-08-18,5.577,5.623,5.419,5.591,reconstruido
2025-08-25,5.591,6.022,5.411,5.757,reconstruido
2025-09-01,5.757,6.015,5.547,5.875,reconstruido
2025-09-08,5.875,5.913,5.863,5.904,reconstruido
2025-09-15,5.904,6.131,5.873,6.045,reconstruido
2025-09-22,6.045,6.233,5.925,6.115,reconstruido
2025-09-29,6.115,6.207,6.021,6.133,reconstruido
2025-10-06,6.133,6.421,6.115,6.269,reconstruido
2025-10-13,6.269,6.429,6.201,6.256,reconstruido
2025-10-20,6.256,6.412,6.068,6.274,reconstruido
2025-10-27,6.274,6.309,6.207,6.211,reconstruido
2025-11-03,6.211,6.386,6.206,6.278,reconstruido
2025-11-10,6.278,6.362,6.122,6.255,reconstruido
2025-11-17,6.255,6.361,6.253,6.346,reconstruido
2025-11-24,6.346,6.528,6.199,6.401,reconstruido
2025-12-01,6.401,6.523,6.302,6.488,reconstruido
2025-12-08,6.488,6.629,6.278,6.508,reconstruido
2025-12-15,6.508,6.737,6.332,6.639,reconstruido
2025-12-22,6.639,6.826,6.624,6.808,reconstruido
2025-12-29,6.808,6.954,6.761,6.912,reconstruido
2026-01-05,6.912,6.918,6.689,6.911,reconstruido
2026-01-12,6.911,7.002,6.905,6.940,reconstruido
2026-01-19,6.940,7.119,6.866,7.110,reconstruido
2026-01-26,7.110,7.390,7.048,7.282,reconstruido
2026-02-02,7.282,7.540,7.143,7.481,reconstruido
2026-02-09,7.481,7.740,7.288,7.576,reconstruido
2026-02-16,7.576,7.688,7.567,7.605,reconstruido
2026-02-23,7.605,7.935,7.421,7.724,reconstruido
2026-03-02,7.724,8.029,7.680,7.963,reconstruido
2026-03-09,7.963,8.261,7.928,8.091,reconstruido
2026-03-16,8.091,8.126,7.928,8.007,reconstruido
2026-03-23,8.007,8.097,7.870,7.894,reconstruido
2026-03-30,7.894,8.045,7.541,7.671,reconstruido
2026-04-06,7.671,7.790,7.452,7.543,reconstruido
2026-04-13,7.543,7.609,7.380,7.450,reconstruido
2026-04-20,7.450,7.725,7.252,7.634,reconstruido
2026-04-27,7.634,7.898,7.426,7.843,reconstruido
2026-05-04,7.843,8.189,7.643,8.060,reconstruido
2026-05-11,8.060,8.226,7.974,8.127,reconstruido
2026-05-18,8.127,8.343,8.110,8.183,reconstruido
2026-05-25,8.183,8.572,8.132,8.391,reconstruido
2026-06-01,8.391,8.658,8.281,8.621,reconstruido
2026-06-08,8.621,8.777,8.601,8.711,reconstruido
2026-06-15,8.711,9.198,8.689,8.971,reconstruido
2026-06-22,8.650,9.352,8.381,9.138,exacto
2026-06-29,9.138,9.212,9.034,9.083,reconstruido
2026-07-06,9.083,9.117,8.794,8.918,reconstruido
2026-07-13,8.918,8.948,8.614,8.722,reconstruido
2026-07-20,8.722,8.742,8.492,8.532,reconstruido
2026-07-27,8.532,8.757,8.256,8.506,reconstruido
2026-08-03,8.506,8.746,8.296,8.442,reconstruido
2026-08-10,8.442,8.710,8.395,8.559,reconstruido
2026-08-17,8.559,8.605,8.391,8.563,reconstruido
2026-08-24,8.600,8.660,6.950,7.004,coingecko
2026-08-31,7.004,7.058,6.924,6.924,coingecko
