fecha,apertura,maximo,minimo,cierre,origen
2021-01-11,6.19,6.83,5.45,6.63,reconstruido
2021-01-18,6.63,6.89,6.01,6.73,reconstruido
2021-01-25,6.73,7.72,6.63,7.38,reconstruido
2021-02-01,7.38,7.51,7.18,7.35,reconstruido
2021-02-08,7.35,8.38,7.19,7.91,reconstruido
2021-02-15,7.91,9.89,6.90,9.06,reconstruido
2021-02-22,9.06,9.93,8.55,9.65,reconstruido
2021-03-01,9.65,9.98,9.19,9.39,reconstruido
2021-03-08,9.39,9.98,9.31,9.67,reconstruido
2021-03-15,9.67,11.47,8.66,10.41,reconstruido
2021-03-22,10.41,10.67,9.92,10.33,reconstruido
2021-03-29,10.33,11.77,9.80,11.48,reconstruido
2021-04-05,11.48,13.07,10.79,12.39,reconstruido
2021-04-12,12.39,14.33,11.18,13.90,reconstruido
2021-04-19,13.90,15.05,13.63,14.11,reconstruido
2021-04-26,14.11,15.65,13.88,14.70,reconstruido
2021-05-03,14.70,16.20,14.57,15.84,reconstruido
2021-05-10,15.84,16.63,15.27,16.04,reconstruido
2021-05-17,16.23,17.57,12.18,13.16,exacto
2021-05-24,13.16,13.45,11.60,12.59,reconstruido
2021-05-31,12.59,12.94,12.27,12.50,reconstruido
2021-06-07,12.50,13.56,12.16,12.67,reconstruido
2021-06-14,12.67,13.15,11.77,12.90,reconstruido
2021-06-21,12.90,13.91,11.98,12.62,reconstruido
2021-06-28,12.62,12.77,10.69,12.19,reconstruido
2021-07-05,12.19,13.24,12.00,12.14,reconstruido
2021-07-12,12.14,12.66,11.72,11.85,reconstruido
2021-07-19,11.85,12.50,10.84,12.40,reconstruido
2021-07-26,12.40,13.76,11.40,12.54,reconstruido
2021-08-02,12.54,14.35,12.30,13.67,reconstruido
2021-08-09,13.67,14.35,13.25,14.12,reconstruido
2021-08-16,14.12,14.62,13.53,14.28,reconstruido
2021-08-23,14.28,15.07,13.14,14.88,reconstruido
2021-08-30,14.88,15.44,14.24,14.70,reconstruido
2021-09-06,14.70,15.66,14.28,15.32,reconstruido
2021-09-13,15.32,16.01,14.72,15.13,reconstruido
2021-09-20,15.13,16.00,14.48,15.32,reconstruido
2021-09-27,15.32,15.67,15.17,15.41,reconstruido
2021-10-04,15.41,16.47,14.46,15.34,reconstruido
2021-10-11,15.34,15.46,14.78,15.05,reconstruido
2021-10-18,15.05,15.52,14.22,14.91,reconstruido
2021-10-25,14.91,15.92,14.49,15.55,reconstruido
2021-11-01,15.55,17.21,15.46,16.28,reconstruido
2021-11-08,16.28,17.40,15.53,16.96,reconstruido
2021-11-15,16.96,17.19,15.46,16.45,reconstruido
2021-11-22,16.45,17.10,15.03,15.84,reconstruido
2021-11-29,15.84,16.26,14.70,16.05,reconstruido
2021-12-06,16.05,16.33,15.30,16.28,reconstruido
2021-12-13,16.28,17.13,15.25,16.93,reconstruido
2021-12-20,16.93,18.45,16.38,17.38,reconstruido
2021-12-27,17.38,19.54,16.96,18.68,reconstruido
2022-01-03,18.68,19.74,18.31,19.41,reconstruido
2022-01-10,17.78,19.54,17.38,19.31,exacto
2022-01-17,19.31,19.46,18.81,18.84,reconstruido
2022-01-24,18.84,19.51,17.09,17.20,reconstruido
2022-01-31,17.20,17.90,15.02,16.13,reconstruido
2022-02-07,16.13,16.19,14.68,15.15,reconstruido
2022-02-14,15.15,15.86,14.75,15.65,reconstruido
2022-02-21,15.65,16.76,14.06,15.39,reconstruido
2022-02-28,15.39,15.55,14.51,14.91,reconstruido
2022-03-07,14.91,15.48,14.53,15.24,reconstruido
2022-03-14,15.24,16.16,14.62,15.51,reconstruido
2022-03-21,15.51,16.17,14.86,15.43,reconstruido
2022-03-28,15.43,15.95,15.15,15.45,reconstruido
2022-04-04,15.45,16.68,14.26,15.88,reconstruido
2022-04-11,15.88,16.37,14.91,15.71,reconstruido
2022-04-18,15.71,16.49,14.65,15.21,reconstruido
2022-04-25,15.21,15.42,12.76,13.82,reconstruido
2022-05-02,13.82,14.86,13.09,13.12,reconstruido
2022-05-09,13.12,13.73,11.62,12.15,reconstruido
2022-05-16,12.15,12.45,11.19,12.36,reconstruido
2022-05-23,12.36,12.75,11.33,11.86,reconstruido
2022-05-30,11.86,12.02,11.19,11.39,reconstruido
2022-06-06,11.39,12.84,11.23,11.63,reconstruido
2022-06-13,11.63,11.76,10.94,11.06,reconstruido
2022-06-20,11.06,11.51,10.99,11.00,reconstruido
2022-06-27,11.00,11.89,10.88,11.54,reconstruido
2022-07-04,11.54,12.32,11.25,12.23,reconstruido
2022-07-11,12.23,12.92,11.66,12.78,reconstruido
2022-07-18,12.78,13.21,12.33,12.95,reconstruido
2022-07-25,12.95,13.06,12.90,13.06,reconstruido
2022-08-01,13.06,13.64,12.64,13.31,reconstruido
2022-08-08,13.31,13.64,13.23,13.30,reconstruido
2022-08-15,13.30,13.48,13.26,13.46,reconstruido
2022-08-22,13.46,13.91,13.05,13.32,reconstruido
2022-08-29,13.32,13.64,12.77,12.79,reconstruido
2022-09-05,12.79,13.05,12.15,12.48,reconstruido
2022-09-12,12.48,12.91,12.15,12.39,reconstruido
2022-09-19,12.39,12.65,12.21,12.52,reconstruido
2022-09-26,12.52,12.75,12.25,12.43,reconstruido
2022-10-03,12.43,12.98,11.58,12.22,reconstruido
2022-10-10,12.22,12.43,11.57,11.93,reconstruido
2022-10-17,11.93,12.26,11.83,11.86,reconstruido
2022-10-24,11.86,12.01,10.91,11.31,reconstruido
2022-10-31,11.31,11.70,10.96,11.03,reconstruido
2022-11-07,11.03,11.47,10.16,10.45,reconstruido
2022-11-14,10.45,10.57,10.08,10.40,reconstruido
2022-11-21,10.40,10.67,10.01,10.56,reconstruido
2022-11-28,10.56,10.59,9.74,10.31,reconstruido
2022-12-05,10.31,10.60,9.88,10.46,reconstruido
2022-12-12,10.46,10.50,10.16,10.30,reconstruido
2022-12-19,10.30,10.67,9.98,10.32,reconstruido
2022-12-26,10.32,10.66,10.03,10.54,reconstruido
2023-01-02,10.54,10.76,9.94,10.76,reconstruido
2023-01-09,10.76,11.02,10.43,10.70,reconstruido
2023-01-16,10.70,11.14,10.39,10.54,reconstruido
2023-01-23,10.54,11.08,10.08,10.45,reconstruido
2023-01-30,10.45,10.95,9.95,10.62,reconstruido
2023-02-06,10.62,10.94,10.06,10.51,reconstruido
2023-02-13,10.51,11.24,10.27,10.69,reconstruido
2023-02-20,10.69,10.93,10.14,10.49,reconstruido
2023-02-27,10.49,10.92,9.63,10.15,reconstruido
2023-03-06,10.15,10.36,9.93,10.14,reconstruido
2023-03-13,10.14,10.25,9.88,10.06,reconstruido
2023-03-20,10.06,10.38,9.50,9.98,reconstruido
2023-03-27,9.98,10.34,9.87,9.97,reconstruido
2023-04-03,9.97,10.22,9.64,9.77,reconstruido
2023-04-10,9.77,10.34,9.49,9.73,reconstruido
2023-04-17,9.73,10.39,9.63,9.94,reconstruido
2023-04-24,9.94,10.56,9.33,9.84,reconstruido
2023-05-01,9.84,10.32,9.26,9.76,reconstruido
2023-05-08,9.76,9.82,9.36,9.59,reconstruido
2023-05-15,9.59,9.68,9.17,9.58,reconstruido
2023-05-22,9.58,9.94,9.29,9.47,reconstruido
2023-05-29,9.47,9.48,9.31,9.37,reconstruido
2023-06-05,9.37,9.53,8.96,9.01,reconstruido
2023-06-12,9.01,9.39,8.66,9.06,reconstruido
2023-06-19,9.06,9.37,8.25,8.83,reconstruido
2023-06-26,8.83,8.96,8.73,8.93,reconstruido
2023-07-03,8.93,9.32,8.77,9.05,reconstruido
2023-07-10,9.05,9.37,8.92,9.23,reconstruido
2023-07-17,9.23,9.59,8.59,9.04,reconstruido
2023-07-24,9.04,9.41,8.84,9.25,reconstruido
2023-07-31,9.25,9.53,8.57,8.82,reconstruido
2023-08-07,8.82,9.09,8.24,8.70,reconstruido
2023-08-14,8.70,8.73,8.09,8.38,reconstruido
2023-08-21,8.38,8.38,7.71,8.29,reconstruido
2023-08-28,8.29,8.90,8.27,8.48,reconstruido
2023-09-04,8.48,8.89,8.00,8.22,reconstruido
2023-09-11,8.22,8.71,7.79,8.29,reconstruido
2023-09-18,8.29,8.52,8.00,8.22,reconstruido
2023-09-25,8.22,8.30,8.14,8.17,reconstruido
2023-10-02,8.17,8.87,7.91,8.68,reconstruido
2023-10-09,8.68,9.51,8.46,8.90,reconstruido
2023-10-16,8.90,9.42,8.67,9.07,reconstruido
2023-10-23,9.07,9.52,8.70,9.33,reconstruido
2023-10-30,9.33,10.36,9.31,9.83,reconstruido
2023-11-06,9.83,10.84,9.34,10.36,reconstruido
2023-11-13,10.36,10.64,10.07,10.47,reconstruido
2023-11-20,10.47,11.10,10.25,10.69,reconstruido
2023-11-27,10.69,11.39,10.37,11.17,reconstruido
2023-12-04,11.17,12.16,11.09,11.55,reconstruido
2023-12-11,11.55,12.03,11.36,11.82,reconstruido
2023-12-18,11.82,12.21,11.18,11.49,reconstruido
2023-12-25,11.49,11.88,11.07,11.24,reconstruido
2024-01-01,11.24,11.44,11.01,11.11,reconstruido
2024-01-08,11.11,11.21,10.73,11.12,reconstruido
2024-01-15,11.12,11.17,10.91,11.08,reconstruido
2024-01-22,11.08,11.35,10.95,11.17,reconstruido
2024-01-29,11.17,11.94,10.77,11.48,reconstruido
2024-02-05,11.48,11.77,11.41,11.66,reconstruido
2024-02-12,11.66,11.75,11.55,11.71,reconstruido
2024-02-19,11.71,12.29,11.70,12.04,reconstruido
2024-02-26,12.04,12.99,11.83,12.52,reconstruido
2024-03-04,12.52,13.25,12.09,13.19,reconstruido
2024-03-11,13.19,13.80,12.93,13.55,reconstruido
2024-03-18,13.55,13.80,13.16,13.21,reconstruido
2024-03-25,13.21,13.34,13.00,13.10,reconstruido
2024-04-01,13.10,13.49,12.50,12.87,reconstruido
2024-04-08,12.87,13.26,12.27,12.43,reconstruido
2024-04-15,12.43,12.73,11.97,12.19,reconstruido
2024-04-22,12.19,12.46,11.98,12.17,reconstruido
2024-04-29,12.17,12.22,12.13,12.18,reconstruido
2024-05-06,12.18,12.39,11.69,11.94,reconstruido
2024-05-13,11.94,12.15,11.58,11.76,reconstruido
2024-05-20,11.76,11.80,11.44,11.56,reconstruido
2024-05-27,11.56,11.60,10.90,11.43,reconstruido
2024-06-03,11.43,11.43,11.03,11.36,reconstruido
2024-06-10,11.36,11.43,11.06,11.15,reconstruido
2024-06-17,11.15,11.20,10.71,11.09,reconstruido
2024-06-24,11.09,11.55,10.97,11.08,reconstruido
2024-07-01,11.08,11.21,10.91,11.16,reconstruido
2024-07-08,11.16,11.81,10.84,11.44,reconstruido
2024-07-15,11.44,11.46,11.02,11.27,reconstruido
2024-07-22,11.27,11.59,10.94,11.01,reconstruido
2024-07-29,11.01,11.10,10.24,10.46,reconstruido
2024-08-05,10.46,10.68,9.83,9.95,reconstruido
2024-08-12,9.95,10.09,9.59,10.00,reconstruido
2024-08-19,10.00,10.10,9.56,9.81,reconstruido
2024-08-26,9.81,10.21,9.69,10.00,reconstruido
2024-09-02,10.00,10.26,9.66,10.01,reconstruido
2024-09-09,10.01,10.35,9.82,10.02,reconstruido
2024-09-16,10.02,10.09,9.65,9.77,reconstruido
2024-09-23,9.77,9.84,9.46,9.59,reconstruido
2024-09-30,9.59,9.80,9.49,9.50,reconstruido
2024-10-07,9.50,9.84,9.22,9.46,reconstruido
2024-10-14,9.46,9.77,9.23,9.67,reconstruido
2024-10-21,9.67,9.86,9.52,9.84,reconstruido
2024-10-28,9.84,10.51,9.32,10.23,reconstruido
2024-11-04,10.23,10.48,10.00,10.47,reconstruido
2024-11-11,10.47,10.96,10.19,10.87,reconstruido
2024-11-18,10.87,10.87,10.53,10.70,reconstruido
2024-11-25,10.70,10.97,10.64,10.79,reconstruido
2024-12-02,10.79,10.97,10.64,10.67,reconstruido
2024-12-09,10.67,11.08,10.39,10.53,reconstruido
2024-12-16,10.53,10.74,10.51,10.55,reconstruido
2024-12-23,10.55,10.58,9.85,10.10,reconstruido
2024-12-30,10.10,10.29,9.54,9.79,reconstruido
2025-01-06,9.79,10.10,9.39,9.54,reconstruido
2025-01-13,9.54,9.55,9.11,9.20,reconstruido
2025-01-20,9.20,9.71,8.75,8.98,reconstruido
2025-01-27,8.98,9.18,8.77,8.80,reconstruido
2025-02-03,8.80,9.04,8.46,8.63,reconstruido
2025-02-10,8.43,8.92,8.33,8.63,exacto
2025-02-17,8.63,8.76,8.35,8.39,reconstruido
2025-02-24,8.39,8.58,7.97,8.18,reconstruido
2025-03-03,8.18,8.29,7.75,7.96,reconstruido
2025-03-10,7.96,8.03,7.47,7.81,reconstruido
2025-03-17,7.81,8.05,7.76,7.97,reconstruido
2025-03-24,7.97,8.27,7.64,7.83,reconstruido
2025-03-31,7.83,8.00,7.75,7.78,reconstruido
2025-04-07,7.78,7.84,7.29,7.48,reconstruido
2025-04-14,7.48,7.53,7.37,7.42,reconstruido
2025-04-21,7.42,7.96,7.10,7.70,reconstruido
2025-04-28,7.70,8.36,7.33,7.93,reconstruido
2025-05-05,7.93,8.45,7.52,7.86,reconstruido
2025-05-12,7.86,8.02,7.67,7.93,reconstruido
2025-05-19,7.93,8.18,7.57,7.68,reconstruido
2025-05-26,7.68,7.99,7.57,7.77,reconstruido
2025-06-02,7.77,7.94,7.44,7.55,reconstruido
2025-06-09,7.55,7.56,7.15,7.33,reconstruido
2025-06-16,7.33,7.45,7.15,7.26,reconstruido
2025-06-23,7.26,7.35,6.72,6.83,reconstruido
2025-06-30,6.83,7.10,5.92,6.26,reconstruido
2025-07-07,6.26,6.48,6.03,6.45,reconstruido
2025-07-14,6.45,6.83,6.06,6.79,reconstruido
2025-07-21,6.79,7.16,6.59,6.77,reconstruido
2025-07-28,6.77,7.12,6.74,6.94,reconstruido
2025-08-04,6.94,7.24,6.69,6.89,reconstruido
2025-08-11,6.89,6.89,6.68,6.75,reconstruido
2025-08-18,6.75,7.03,6.58,6.79,reconstruido
2025-08-25,6.79,7.04,6.61,7.02,reconstruido
2025-09-01,7.02,7.11,6.93,6.94,reconstruido
2025-09-08,6.94,7.24,6.65,7.14,reconstruido
2025-09-15,7.14,7.48,6.81,7.09,reconstruido
2025-09-22,7.09,7.18,6.75,6.96,reconstruido
2025-09-29,6.96,7.07,6.89,7.06,reconstruido
2025-10-06,7.06,7.09,6.87,6.99,reconstruido
2025-10-13,6.99,7.42,6.98,7.16,reconstruido
2025-10-20,7.16,7.26,6.90,7.02,reconstruido
2025-10-27,7.02,7.20,6.66,6.76,reconstruido
2025-11-03,6.76,6.93,6.52,6.60,reconstruido
2025-11-10,6.60,6.99,6.30,6.67,reconstruido
2025-11-17,6.67,7.06,6.66,6.85,reconstruido
2025-11-24,6.85,7.14,6.83,7.12,reconstruido
2025-12-01,7.12,7.38,6.78,7.23,reconstruido
2025-12-08,7.23,7.42,6.92,7.40,reconstruido
2025-12-15,7.40,7.56,6.91,7.18,reconstruido
2025-12-22,7.18,7.38,6.95,7.24,reconstruido
2025-12-29,7.24,7.51,7.03,7.20,reconstruido
2026-01-05,7.20,7.43,7.11,7.20,reconstruido
2026-01-12,7.20,7.39,7.17,7.25,reconstruido
2026-01-19,7.25,7.49,6.91,7.44,reconstruido
2026-01-26,7.44,7.54,7.12,7.37,reconstruido
2026-02-02,7.37,7.63,7.08,7.17,reconstruido
2026-02-09,7.17,7.36,6.82,7.10,reconstruido
2026-02-16,7.10,7.63,6.96,7.21,reconstruido
2026-02-23,7.21,7.44,7.05,7.20,reconstruido
2026-03-02,7.20,7.32,6.95,7.10,reconstruido
2026-03-09,7.10,7.13,6.44,6.88,reconstruido
2026-03-16,6.88,7.40,6.83,7.06,reconstruido
2026-03-23,7.06,7.52,6.74,7.24,reconstruido
2026-03-30,7.24,7.46,7.12,7.41,reconstruido
2026-04-06,7.41,7.88,7.14,7.55,reconstruido
2026-04-13,7.55,7.68,7.42,7.65,reconstruido
2026-04-20,7.65,8.04,7.17,7.70,reconstruido
2026-04-27,7.70,8.18,7.53,7.65,reconstruido
2026-05-04,7.65,7.72,7.35,7.58,reconstruido
2026-05-11,7.58,8.01,7.39,7.83,reconstruido
2026-05-18,7.83,8.11,7.66,7.72,reconstruido
2026-05-25,7.72,8.32,7.50,8.09,reconstruido
2026-06-01,8.09,8.34,7.98,8.10,reconstruido
2026-06-08,8.10,8.43,8.03,8.18,reconstruido
2026-06-15,8.18,8.38,8.15,8.25,reconstruido
2026-06-22,8.25,8.33,8.07,8.28,reconstruido
2026-06-29,8.28,8.61,7.87,8.05,reconstruido
2026-07-06,8.05,8.28,7.66,8.08,reconstruido
2026-07-13,8.08,8.48,7.87,8.01,reconstruido
2026-07-20,8.01,8.19,7.41,7.76,reconstruido
2026-07-27,7.76,7.83,7.36,7.54,reconstruido
2026-08-03,7.54,7.70,7.37,7.47,reconstruido
2026-08-10,7.38,7.59,7.33,7.50,exacto
2026-08-17,7.50,7.69,7.29,7.52,reconstruido
2026-08-24,7.54,7.54,7.24,7.32,coingecko
2026-08-31,7.32,7.36,7.32,7.36,coingecko
